director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,bow
George Miller,Tina Turner,Bruce Spence,Angelo Rossitto,Action Adventure Sci-Fi Thriller,mad max beyond thunderdome,tina turner bruce spence angelo rossitto george miller action adventure sci-fi thriller
Mark L. Lester,Bill Duke,Vernon Wells,Rae Dawn Chong,Action Adventure Thriller,commando,bill duke vernon wells rae dawn chong mark l. lester action adventure thriller
William Brent Bell,Lauren Cohan,Rupert Evans,Stephanie Lemelin,Horror Mystery Thriller,the boy,lauren cohan rupert evans stephanie lemelin william brent bell horror mystery thriller
John Erick Dowdle,Bojana Novakovic,Bokeem Woodbine,Geoffrey Arend,Horror Mystery Thriller,devil,bojana novakovic bokeem woodbine geoffrey arend john erick dowdle horror mystery thriller
Marcus Raboy,John Witherspoon,Mike Epps,Katt Williams,Comedy Drama,friday after next,john witherspoon mike epps katt williams marcus raboy comedy drama
Leigh Whannell,Lin Shaye,Hayley Kiyoko,Leigh Whannell,Fantasy Horror Thriller,insidious: chapter 3,lin shaye hayley kiyoko leigh whannell leigh whannell fantasy horror thriller
Michael Schultz,Mike Starr,Vanity,Keshia Knight Pulliam,Action Comedy Drama Music,the last dragon,mike starr vanity keshia knight pulliam michael schultz action comedy drama music
Guy Ritchie,Jason Statham,Brad Pitt,Jason Flemyng,Comedy Crime,snatch,jason statham brad pitt jason flemyng guy ritchie comedy crime
Brett Leonard,Jeff Fahey,Austin O'Brien,Troy Evans,Horror Sci-Fi,the lawnmower man,jeff fahey austin o'brien troy evans brett leonard horror sci-fi
Peter Sollett,Ari Graynor,Alexis Dziena,Aaron Yoo,Comedy Drama Music Romance,nick and norah's infinite playlist,ari graynor alexis dziena aaron yoo peter sollett comedy drama music romance
Kevin Smith,Matt Damon,Janeane Garofalo,George Carlin,Adventure Comedy Drama Fantasy,dogma,matt damon janeane garofalo george carlin kevin smith adventure comedy drama fantasy
Bob Dolman,Erika Christensen,Eva Amurri Martino,Sal Lopez,Comedy Drama,the banger sisters,erika christensen eva amurri martino sal lopez bob dolman comedy drama
Joe Dante,Albert Brooks,Al Leong,Vic Morrow,Fantasy Horror Sci-Fi,twilight zone: the movie,albert brooks al leong vic morrow joe dante fantasy horror sci-fi
Rowdy Herrington,Ben Gazzara,Kevin Tighe,Kelly Lynch,Action Thriller,road house,ben gazzara kevin tighe kelly lynch rowdy herrington action thriller
Keenen Ivory Wayans,Jada Pinkett Smith,Salli Richardson-Whitfield,Charles S. Dutton,Action Comedy Crime,a low down dirty shame,jada pinkett smith salli richardson-whitfield charles s. dutton keenen ivory wayans action comedy crime
John Polson,Erika Christensen,Shiri Appleby,Jason Ritter,Drama Thriller,swimfan,erika christensen shiri appleby jason ritter john polson drama thriller
Greg Coolidge,Dane Cook,Danny Woodburn,Jessica Simpson,Comedy Romance,employee of the month,dane cook danny woodburn jessica simpson greg coolidge comedy romance
Harry Elfont,Ethan Embry,Lauren Ambrose,Charlie Korsmo,Comedy Romance,can't hardly wait,ethan embry lauren ambrose charlie korsmo harry elfont comedy romance
Francis Ford Coppola,Tom Cruise,William Smith,Tom Waits,Crime Drama,the outsiders,tom cruise william smith tom waits francis ford coppola crime drama
David Lowery,Bryce Dallas Howard,Oona Laurence,Isiah Whitlock Jr.,Adventure Family Fantasy,pete's dragon,bryce dallas howard oona laurence isiah whitlock jr. david lowery adventure family fantasy
David Cronenberg,Tom Skerritt,Herbert Lom,Anthony Zerbe,Horror Sci-Fi Thriller,the dead zone,tom skerritt herbert lom anthony zerbe david cronenberg horror sci-fi thriller
Ciarán Foy,Laila Haley,James Ransone,Jaden Klein,Horror Mystery Thriller,sinister 2,laila haley james ransone jaden klein ciarán foy horror mystery thriller
Salim Akil,Omari Hardwick,Curtis Armstrong,Mike Epps,Drama Music,sparkle,omari hardwick curtis armstrong mike epps salim akil drama music
Jamie Blanks,Marley Shelton,Jessica Capshaw,Johnny Whitworth,Horror Mystery Thriller,valentine,marley shelton jessica capshaw johnny whitworth jamie blanks horror mystery thriller
Olatunde Osunsanmi,Milla Jovovich,Will Patton,Hakeem Kae-Kazim,Mystery Sci-Fi Thriller,the fourth kind,milla jovovich will patton hakeem kae-kazim olatunde osunsanmi mystery sci-fi thriller
Robert Altman,Meryl Streep,Virginia Madsen,Lily Tomlin,Comedy Drama Music,a prairie home companion,meryl streep virginia madsen lily tomlin robert altman comedy drama music
Leon Ichaso,Khandi Alexander,Clarence Williams III,Steve Harris,Drama Thriller,sugar hill,khandi alexander clarence williams iii steve harris leon ichaso drama thriller
Joseph Zito,Billy Drago,Richard Lynch,Eddie Jones,Action Thriller,invasion u.s.a.,billy drago richard lynch eddie jones joseph zito action thriller
Malcolm D. Lee,Jurnee Smollett-Bell,Brandon T. Jackson,Shad Moss,Comedy Drama Music Romance,roll bounce,jurnee smollett-bell brandon t. jackson shad moss malcolm d. lee comedy drama music romance
Wes Anderson,Bill Murray,Connie Nielsen,Olivia Williams,Comedy Drama,rushmore,bill murray connie nielsen olivia williams wes anderson comedy drama
Colin Strause,David Zayas,Donald Faison,Brittany Daniel,Action Sci-Fi Thriller,skyline,david zayas donald faison brittany daniel colin strause action sci-fi thriller
John Madden,Tina Desai,Celia Imrie,Ronald Pickup,Comedy Drama,the second best exotic marigold hotel,tina desai celia imrie ronald pickup john madden comedy drama
Patricia Rozema,Julia Ormond,Jane Krakowski,Willow Smith,Drama Family,kit kittredge: an american girl,julia ormond jane krakowski willow smith patricia rozema drama family
Mark Rosman,Ben Feldman,Chris Noth,Vanessa Lengies,Comedy Family Romance,the perfect man,ben feldman chris noth vanessa lengies mark rosman comedy family romance
Spike Lee,Denzel Washington,Nicholas Turturro,Charlie Murphy,Drama Music Romance,mo' better blues,denzel washington nicholas turturro charlie murphy spike lee drama music romance
Steve Oedekerk,Steve Oedekerk,Simon Rhee,Jennifer Tung,Action Comedy,kung pow: enter the fist,steve oedekerk simon rhee jennifer tung steve oedekerk action comedy
Ron Underwood,Reba McEntire,Ariana Richards,Michael Gross,Comedy Horror Sci-Fi,tremors,reba mcentire ariana richards michael gross ron underwood comedy horror sci-fi
Rob Schmidt,Kevin Zegers,Lindy Booth,Julian Richings,Horror Thriller,wrong turn,kevin zegers lindy booth julian richings rob schmidt horror thriller
Walter Hill,Dennis Quaid,David Carradine,Randy Quaid,Western,the long riders,dennis quaid david carradine randy quaid walter hill western
James Foley,Byron Mann,Paul Ben-Victor,Kim Chan,Action Crime Drama Mystery Thriller,the corruptor,byron mann paul ben-victor kim chan james foley action crime drama mystery thriller
Jeff Nichols,Matthew McConaughey,Tye Sheridan,Sam Shepard,Drama,mud,matthew mcconaughey tye sheridan sam shepard jeff nichols drama
Robert Ben Garant,Wendi McLendon-Covey,Thomas Lennon,Carlos Alazraqui,Comedy Crime,reno 911!: miami,wendi mclendon-covey thomas lennon carlos alazraqui robert ben garant comedy crime
Morgan Spurlock,Harry Styles,Zayn Malik,Niall Horan,Documentary Music,one direction: this is us,harry styles zayn malik niall horan morgan spurlock documentary music
Neal Brennan,Rob Riggle,Noureen DeWulf,Charles Napier,Comedy,"the goods: live hard, sell hard",rob riggle noureen dewulf charles napier neal brennan comedy
Tuck Tucker,Jennifer Jason Leigh,Vincent Schiavelli,Paul Sorvino,Adventure Animation Comedy Family,hey arnold! the movie,jennifer jason leigh vincent schiavelli paul sorvino tuck tucker adventure animation comedy family
Simon Curtis,Eddie Redmayne,Toby Jones,Julia Ormond,Biography Drama,my week with marilyn,eddie redmayne toby jones julia ormond simon curtis biography drama
Richard Shepard,Adam Scott,Philip Baker Hall,Hope Davis,Comedy Crime Drama Thriller,the matador,adam scott philip baker hall hope davis richard shepard comedy crime drama thriller
Theodore Witcher,Leonard Roberts,Nia Long,Larenz Tate,Drama Romance,love jones,leonard roberts nia long larenz tate theodore witcher drama romance
Jim Hanon,Chase Ellison,Chad Allen,Jack Guzman,Adventure Drama,end of the spear,chase ellison chad allen jack guzman jim hanon adventure drama
Tommy O'Haver,Mila Kunis,Kirsten Dunst,Carmen Electra,Comedy Romance,get over it,mila kunis kirsten dunst carmen electra tommy o'haver comedy romance
Mike Judge,Gary Cole,Stephen Root,Diedrich Bader,Comedy,office space,gary cole stephen root diedrich bader mike judge comedy
Michael Patrick Jann,Kirsten Dunst,Kirstie Alley,Ellen Barkin,Comedy Romance Thriller,drop dead gorgeous,kirsten dunst kirstie alley ellen barkin michael patrick jann comedy romance thriller
Tim Burton,Christoph Waltz,Danny Huston,Jon Polito,Biography Crime Drama Romance,big eyes,christoph waltz danny huston jon polito tim burton biography crime drama romance
Peter Berg,Jon Favreau,Daniel Stern,Jeanne Tripplehorn,Comedy Crime Thriller,very bad things,jon favreau daniel stern jeanne tripplehorn peter berg comedy crime thriller
Joe Nussbaum,Steve Carell,Alexa PenaVega,Hunter Parrish,Comedy Romance,sleepover,steve carell alexa penavega hunter parrish joe nussbaum comedy romance
Brian De Palma,Melanie Griffith,Dennis Franz,Gregg Henry,Mystery Thriller,body double,melanie griffith dennis franz gregg henry brian de palma mystery thriller
Jorma Taccone,Jasper Cole,Will Forte,Powers Boothe,Action Comedy Romance,macgruber,jasper cole will forte powers boothe jorma taccone action comedy romance
Stephen Frears,Sophie Okonedo,Benedict Wong,Sergi López,Crime Drama Thriller,dirty pretty things,sophie okonedo benedict wong sergi lópez stephen frears crime drama thriller
Elizabeth Banks,Hugh Jackman,Kate Winslet,Seth MacFarlane,Comedy,movie 43,hugh jackman kate winslet seth macfarlane elizabeth banks comedy
Florian Henckel von Donnersmarck,Johnny Depp,Angelina Jolie Pitt,Rufus Sewell,Action Romance Thriller,the tourist,johnny depp angelina jolie pitt rufus sewell florian henckel von donnersmarck action romance thriller
Jeff Lowell,Stephen Root,William Morgan Sheppard,Wendi McLendon-Covey,Comedy Fantasy Romance,over her dead body,stephen root william morgan sheppard wendi mclendon-covey jeff lowell comedy fantasy romance
Lorene Scafaria,Steve Carell,Mark Moses,Rob Huebel,Adventure Comedy Drama Romance Sci-Fi,seeking a friend for the end of the world,steve carell mark moses rob huebel lorene scafaria adventure comedy drama romance sci-fi
Miguel Arteta,Kurtwood Smith,Stephen Root,Alia Shawkat,Comedy,cedar rapids,kurtwood smith stephen root alia shawkat miguel arteta comedy
,Michaela Conlin,T.J. Thyne,Tamara Taylor,Comedy Crime Drama Mystery Romance,bones            ,
Tony Kaye,Ethan Suplee,Beverly D'Angelo,Stacy Keach,Crime Drama,american history x,ethan suplee beverly d'angelo stacy keach tony kaye crime drama
Marcus Dunstan,Daniel Sharman,Johanna Braddy,Lee Tergesen,Action Horror Thriller,the collection,daniel sharman johanna braddy lee tergesen marcus dunstan action horror thriller
Timothy Björklund,Nathan Lane,Kelsey Grammer,Jerry Stiller,Animation Comedy Family Fantasy Musical,teacher's pet,nathan lane kelsey grammer jerry stiller timothy björklund animation comedy family fantasy musical
François Girard,Johannes Silberschneider,Clotilde Mollet,Carlo Cecchi,Drama Music Mystery Romance,the red violin,johannes silberschneider clotilde mollet carlo cecchi françois girard drama music mystery romance
David Lynch,Sissy Spacek,Richard Farnsworth,Everett McGill,Biography Drama,the straight story,sissy spacek richard farnsworth everett mcgill david lynch biography drama
Scott Kalvert,Norman Reedus,James Franco,Frankie Muniz,Action Crime Drama,deuces wild,norman reedus james franco frankie muniz scott kalvert action crime drama
Jason Bateman,Beth Grant,Philip Baker Hall,Patricia Belcher,Comedy Drama,bad words,beth grant philip baker hall patricia belcher jason bateman comedy drama
David Schwimmer,Dylan Moran,Iddo Goldberg,India de Beaufort,Comedy Romance Sport,"run, fatboy, run",dylan moran iddo goldberg india de beaufort david schwimmer comedy romance sport
Allan Arkush,Bernadette Peters,Randy Quaid,Christopher Guest,Comedy Sci-Fi,heartbeeps,bernadette peters randy quaid christopher guest allan arkush comedy sci-fi
Mike Binder,Jennifer Ehle,Gillian Jacobs,Jillian Estell,Drama,black or white,jennifer ehle gillian jacobs jillian estell mike binder drama
Eric Bross,Jerry Stiller,Tamala Jones,Dave Foley,Comedy Family Romance,on the line,jerry stiller tamala jones dave foley eric bross comedy family romance
Werner Herzog,Christian Bale,Toby Huss,François Chau,Adventure Biography Drama War,rescue dawn,christian bale toby huss françois chau werner herzog adventure biography drama war
Dan Fogelman,Al Pacino,Jennifer Garner,Melissa Benoist,Comedy Drama Music,danny collins,al pacino jennifer garner melissa benoist dan fogelman comedy drama music
Jay Duplass,Judy Greer,Evan Ross,Rae Dawn Chong,Comedy Drama,"jeff, who lives at home",judy greer evan ross rae dawn chong jay duplass comedy drama
Luca Guadagnino,Flavio Parenti,Waris Ahluwalia,Alba Rohrwacher,Drama Romance,i am love,flavio parenti waris ahluwalia alba rohrwacher luca guadagnino drama romance
John Putch,Robert Picardo,Diedrich Bader,Esai Morales,Drama Mystery Sci-Fi,atlas shrugged ii: the strike,robert picardo diedrich bader esai morales john putch drama mystery sci-fi
Peter Medak,Gary Oldman,Michael Wincott,Lena Olin,Action Crime Drama Thriller,romeo is bleeding,gary oldman michael wincott lena olin peter medak action crime drama thriller
Steven Soderbergh,Peter Fonda,Lesley Ann Warren,William Lucking,Crime Drama Mystery Thriller,the limey,peter fonda lesley ann warren william lucking steven soderbergh crime drama mystery thriller
Terence Davies,Eric Stoltz,Anthony LaPaglia,Elizabeth McGovern,Drama Romance,the house of mirth,eric stoltz anthony lapaglia elizabeth mcgovern terence davies drama romance
Harley Cokeliss,Cliff Robertson,Tracey Walter,Dennis Burkley,Action Drama Thriller,malone,cliff robertson tracey walter dennis burkley harley cokeliss action drama thriller
Victor Salva,Scott Mechlowicz,Tim DeKay,Agnes Bruckner,Drama Romance Sport,peaceful warrior,scott mechlowicz tim dekay agnes bruckner victor salva drama romance sport
Tom Brady,Don Johnson,Kevin Nealon,Nicholas Turturro,Comedy,bucky larson: born to be a star,don johnson kevin nealon nicholas turturro tom brady comedy
Spike Lee,Gillian White,Michael Rapaport,Jada Pinkett Smith,Comedy Drama Music,bamboozled,gillian white michael rapaport jada pinkett smith spike lee comedy drama music
Jason Zada,Eoin Macken,Stephanie Vogt,Gen Seto,Horror Mystery Thriller,the forest,eoin macken stephanie vogt gen seto jason zada horror mystery thriller
Franklin J. Schaffner,Frank Langella,William Hootkins,John Gielgud,Adventure Mystery Thriller,sphinx,frank langella william hootkins john gielgud franklin j. schaffner adventure mystery thriller
Noah Baumbach,Naomi Watts,Maria Dizzia,Dree Hemingway,Comedy Drama,while we're young,naomi watts maria dizzia dree hemingway noah baumbach comedy drama
Chris Weitz,Demián Bichir,Eddie 'Piolin' Sotelo,Robert Peters,Drama Romance,a better life,demián bichir eddie 'piolin' sotelo robert peters chris weitz drama romance
David Cronenberg,Miranda Richardson,John Neville,Lynn Redgrave,Drama Mystery Thriller,spider,miranda richardson john neville lynn redgrave david cronenberg drama mystery thriller
Eric Blakeney,Liam Neeson,Oliver Platt,Mitch Pileggi,Comedy Crime Romance,gun shy,liam neeson oliver platt mitch pileggi eric blakeney comedy crime romance
Douglas McGrath,Charlie Hunnam,Anne Hathaway,Jim Broadbent,Drama Romance,nicholas nickleby,charlie hunnam anne hathaway jim broadbent douglas mcgrath drama romance
Ariel Vromen,Chris Evans,James Franco,Robert Davi,Biography Crime Drama,the iceman,chris evans james franco robert davi ariel vromen biography crime drama
,Krystyna Janda,Olaf Lubaszenko,Olgierd Lukaszewicz,Drama,dekalog            ,
Rakesh Roshan,Naseeruddin Shah,Rekha,Sharat Saxena,Action Adventure Romance Sci-Fi,krrish,naseeruddin shah rekha sharat saxena rakesh roshan action adventure romance sci-fi
